ID	nr_annotation
EZ55_15_90	WP_156085803.1 chemoreceptor glutamine deamidase CheD [Alteromonas macleodii]
EZ55_15_91	WP_014947948.1 MULTISPECIES: chemotaxis response regulator protein-glutamate methylesterase [Alteromonas]
EZ55_15_92	WP_014947949.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_15_93	WP_156085804.1 haloacid dehalogenase type II [Alteromonas macleodii]
EZ55_17_1	WP_014950289.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_17_2	WP_156086714.1 M24 family metallopeptidase [Alteromonas macleodii]
EZ55_17_3	WP_131136797.1 MULTISPECIES: VOC family protein [Alteromonas]
EZ55_17_4	WP_014977126.1 MULTISPECIES: redox-sensitive transcriptional activator SoxR [Alteromonas]
EZ55_17_5	WP_156086713.1 23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF [Alteromonas macleodii]
EZ55_17_6	WP_156086712.1 TorF family putative porin [Alteromonas macleodii]
EZ55_17_7	WP_156086711.1 BCCT family transporter [Alteromonas macleodii]
EZ55_17_8	WP_156086710.1 choline dehydrogenase [Alteromonas macleodii]
EZ55_17_9	WP_014950281.1 betaine-aldehyde dehydrogenase [Alteromonas macleodii]
EZ55_17_10	WP_156086709.1 META domain-containing protein [Alteromonas macleodii]
EZ55_17_11	WP_156086708.1 DUF962 domain-containing protein [Alteromonas macleodii]
EZ55_17_12	WP_156086707.1 crotonase/enoyl-CoA hydratase family protein [Alteromonas macleodii]
EZ55_17_13	WP_168463548.1 hypothetical protein [Alteromonas macleodii]
EZ55_17_14	WP_156086706.1 hypothetical protein [Alteromonas macleodii]
EZ55_17_15	WP_156086705.1 aminotransferase class V-fold PLP-dependent enzyme [Alteromonas macleodii]
EZ55_17_16	WP_014950274.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_17_17	WP_014977116.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_17_18	WP_156086704.1 RNA methyltransferase [Alteromonas macleodii]
EZ55_17_19	WP_014977114.1 MULTISPECIES: ribosome biogenesis GTPase YlqF [Alteromonas]
EZ55_17_20	WP_156086703.1 glycoside hydrolase family 97 protein [Alteromonas macleodii]
EZ55_17_21	WP_156087354.1 WbuC family cupin fold metalloprotein [Alteromonas macleodii]
EZ55_17_22	WP_014950268.1 MULTISPECIES: XRE family transcriptional regulator [Alteromonas]
EZ55_17_23	WP_156086702.1 hypothetical protein [Alteromonas macleodii]
EZ55_17_24	WP_156086701.1 uracil phosphoribosyltransferase [Alteromonas macleodii]
EZ55_17_25	WP_014950264.1 MULTISPECIES: LacI family DNA-binding transcriptional regulator [Alteromonas]
EZ55_17_26	WP_156086700.1 tryptophan 7-halogenase [Alteromonas macleodii]
EZ55_17_27	WP_156086699.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_17_28	WP_014950261.1 MULTISPECIES: thymidine kinase [Alteromonas]
EZ55_17_29	WP_156086698.1 bifunctional diguanylate cyclase/phosphodiesterase [Alteromonas macleodii]
EZ55_17_30	WP_156086697.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_17_31	WP_156086696.1 hypothetical protein [Alteromonas macleodii]
EZ55_17_32	WP_156086695.1 hypothetical protein [Alteromonas macleodii]
EZ55_17_33	WP_156086694.1 hypothetical protein [Alteromonas macleodii]
EZ55_17_34	WP_156086693.1 acyl-CoA dehydrogenase [Alteromonas macleodii]
EZ55_17_35	WP_156086692.1 outer membrane beta-barrel protein [Alteromonas macleodii]
EZ55_17_36	WP_014950255.1 MULTISPECIES: DUF3081 domain-containing protein [Alteromonas]
EZ55_17_37	WP_014950254.1 MULTISPECIES: LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferase [Alteromonas]
EZ55_17_38	WP_156086691.1 toxin co-regulated pilus biosynthesis Q family protein [Alteromonas macleodii]
EZ55_17_39	WP_156086690.1 bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase [Alteromonas macleodii]
EZ55_17_40	WP_014950251.1 MULTISPECIES: DUF350 domain-containing protein [Alteromonas]
EZ55_17_41	WP_014950250.1 MULTISPECIES: GIY-YIG nuclease family protein [Alteromonas]
EZ55_17_42	WP_014977100.1 MULTISPECIES: XrtA-associated ATPase [Alteromonas]
EZ55_17_43	WP_069944662.1 hypothetical protein [Alteromonas macleodii]
EZ55_17_44	WP_069944661.1 XrtA-associated tyrosine autokinase [Alteromonas macleodii]
EZ55_17_45	WP_069944660.1 MULTISPECIES: Wzz/FepE/Etk N-terminal domain-containing protein [Alteromonas]
EZ55_17_46	WP_014977096.1 MULTISPECIES: polysaccharide export protein [Alteromonas]
EZ55_17_47	VTP56757.1 hypothetical protein EZ55_02838 [Alteromonas macleodii]
EZ55_17_48	VTP56755.1 sugar transferase (PEP-CTERM system associated)/exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase [Alteromonas macleodii]
EZ55_17_49	WP_069944659.1 DUF3473 domain-containing protein [Alteromonas macleodii]
EZ55_17_50	WP_069944658.1 MULTISPECIES: exosortase [Alteromonas]
EZ55_17_51	VTO40444.1 hypothetical protein ALTBGP6_02834 [Alteromonas macleodii]
EZ55_17_52	WP_069944657.1 MULTISPECIES: DUF5935 domain-containing protein [Alteromonas]
EZ55_17_53	WP_156086689.1 MULTISPECIES: glycosyltransferase family 4 protein [Alteromonas]
EZ55_17_54	WP_081334016.1 polysaccharide pyruvyl transferase family protein [Alteromonas macleodii]
EZ55_17_55	WP_069944654.1 polysaccharide pyruvyl transferase family protein [Alteromonas macleodii]
EZ55_17_56	WP_069944653.1 oligosaccharide flippase family protein [Alteromonas macleodii]
EZ55_17_57	WP_069944652.1 hypothetical protein [Alteromonas macleodii]
EZ55_17_58	WP_069944651.1 polysaccharide pyruvyl transferase family protein [Alteromonas macleodii]
EZ55_17_59	OES29321.1 glycosyl transferases group 1 family protein [Alteromonas macleodii]
EZ55_17_60	OES29469.1 glycosyl transferase 2 family protein [Alteromonas macleodii]
EZ55_17_61	WP_069944648.1 hypothetical protein [Alteromonas macleodii]
EZ55_17_62	WP_069944647.1 glycosyltransferase [Alteromonas macleodii]
EZ55_17_63	WP_069944646.1 asparagine synthase (glutamine-hydrolyzing) [Alteromonas macleodii]
EZ55_17_64	WP_069944645.1 GNAT family N-acetyltransferase [Alteromonas macleodii]
EZ55_17_65	WP_014977077.1 polysaccharide deacetylase family protein [Alteromonas macleodii]
EZ55_17_66	WP_069944644.1 glycosyltransferase [Alteromonas macleodii]
EZ55_17_67	WP_014977075.1 glycosyltransferase family 2 protein [Alteromonas macleodii]
EZ55_17_68	WP_069944643.1 hypothetical protein [Alteromonas macleodii]
EZ55_17_69	WP_156086688.1 TIGR03087 family PEP-CTERM/XrtA system glycosyltransferase [Alteromonas macleodii]
EZ55_17_70	WP_156086687.1 acyltransferase [Alteromonas macleodii]
EZ55_18_1	WP_156087036.1 methylamine utilization protein [Alteromonas macleodii]
EZ55_18_2	WP_156087038.1 hypothetical protein [Alteromonas macleodii]
EZ55_18_3	WP_156087040.1 energy transducer TonB [Alteromonas macleodii]
EZ55_18_4	WP_014951013.1 MULTISPECIES: CNNM domain-containing protein [Alteromonas]
EZ55_18_5	WP_156087042.1 SO_0444 family Cu/Zn efflux transporter [Alteromonas macleodii]
EZ55_18_6	WP_014951015.1 MULTISPECIES: carbon starvation protein A [Alteromonas]
EZ55_18_7	WP_156087044.1 flavodoxin domain-containing protein [Alteromonas macleodii]
EZ55_18_8	WP_156087046.1 DUF4198 domain-containing protein [Alteromonas macleodii]
EZ55_18_9	WP_014977604.1 MULTISPECIES: DUF2271 domain-containing protein [Alteromonas]
EZ55_18_10	VTP57614.1 hypothetical protein EZ55_03704 [Alteromonas macleodii]
EZ55_18_11	WP_014951019.1 MULTISPECIES: DUF3325 domain-containing protein [Alteromonas]
EZ55_18_12	VTP57616.1 uncharacterized iron-regulated membrane protein [Alteromonas macleodii]
EZ55_18_13	WP_049589007.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_18_14	WP_156087048.1 tetratricopeptide repeat protein [Alteromonas macleodii]
EZ55_18_15	WP_156087050.1 energy transducer TonB [Alteromonas macleodii]
EZ55_18_16	WP_014951024.1 MULTISPECIES: biopolymer transporter ExbD [Alteromonas]
EZ55_18_17	WP_025257527.1 MotA/TolQ/ExbB proton channel family protein [Alteromonas macleodii]
EZ55_18_18	WP_156087052.1 MotA/TolQ/ExbB proton channel family protein [Alteromonas macleodii]
EZ55_18_19	WP_156087054.1 DUF3450 family protein [Alteromonas macleodii]
EZ55_18_20	WP_156087056.1 FepA family TonB-dependent siderophore receptor [Alteromonas macleodii]
EZ55_18_21	WP_156087058.1 alpha-hydroxy-acid oxidizing protein [Alteromonas macleodii]
EZ55_18_22	WP_156087060.1 Fe2+-dependent dioxygenase [Alteromonas macleodii]
EZ55_18_23	WP_156087062.1 TonB-dependent siderophore receptor [Alteromonas macleodii]
EZ55_18_24	WP_156087064.1 alpha/beta hydrolase fold domain-containing protein [Alteromonas macleodii]
EZ55_18_25	WP_156087066.1 TraB/GumN family protein [Alteromonas macleodii]
EZ55_18_26	AGP87260.1 elongation factor Tu [Alteromonas mediterranea U4]
EZ55_18_27	WP_014951035.1 MULTISPECIES: elongation factor G [Alteromonas]
EZ55_18_28	WP_014980519.1 MULTISPECIES: 30S ribosomal protein S7 [Alteromonas]
EZ55_18_29	WP_014951037.1 MULTISPECIES: 30S ribosomal protein S12 [Alteromonas]
EZ55_18_30	WP_014980520.1 DNA-directed RNA polymerase subunit beta' [Alteromonas macleodii]
EZ55_18_31	WP_014977618.1 MULTISPECIES: DNA-directed RNA polymerase subunit beta [Alteromonas]
EZ55_18_32	WP_015068303.1 MULTISPECIES: 50S ribosomal protein L7/L12 [Alteromonadaceae]
EZ55_18_33	WP_014951041.1 MULTISPECIES: 50S ribosomal protein L10 [Alteromonas]
EZ55_18_34	WP_014951042.1 MULTISPECIES: 50S ribosomal protein L1 [Alteromonas]
EZ55_18_35	WP_014951043.1 MULTISPECIES: 50S ribosomal protein L11 [Alteromonas]
EZ55_18_36	WP_061096048.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_18_37	VTP57641.1 hypothetical protein EZ55_03731 [Alteromonas macleodii]
EZ55_18_38	WP_014951044.1 MULTISPECIES: transcription termination/antitermination protein NusG [Alteromonas]
EZ55_18_39	WP_014951045.1 MULTISPECIES: preprotein translocase subunit SecE [Alteromonas]
EZ55_18_40	WP_014951046.1 MULTISPECIES: ABC transporter ATP-binding protein/permease [Alteromonas]
EZ55_18_41	WP_156087068.1 RraA family protein [Alteromonas macleodii]
EZ55_18_42	WP_156087070.1 M13 family metallopeptidase [Alteromonas macleodii]
EZ55_18_43	WP_061486711.1 lysoplasmalogenase [Alteromonas macleodii]
EZ55_18_44	WP_061486712.1 ACT domain-containing protein [Alteromonas macleodii]
EZ55_18_45	WP_014951051.1 MULTISPECIES: ATP-dependent RNA helicase DbpA [Alteromonas]
EZ55_18_46	WP_049588764.1 ABC transporter substrate-binding protein [Alteromonas macleodii]
EZ55_18_47	WP_014951053.1 MULTISPECIES: dihydroorotase [Alteromonas]
EZ55_18_48	WP_014951054.1 MULTISPECIES: lipocalin family protein [Alteromonas]
EZ55_18_49	WP_061486714.1 MULTISPECIES: aldo/keto reductase [Alteromonas]
EZ55_18_50	WP_014951056.1 MULTISPECIES: VOC family protein [Alteromonas]
EZ55_18_51	WP_156087071.1 mechanosensitive ion channel [Alteromonas macleodii]
EZ55_18_52	VTP57656.1 fucose permease [Alteromonas macleodii]
EZ55_18_53	VTP57657.1 amylosucrase [Alteromonas macleodii]
EZ55_18_54	VTP57658.1 maltogenic amylase-like enzyme [Alteromonas macleodii]
EZ55_18_55	WP_230598813.1 hypothetical protein [Alteromonas macleodii]
EZ55_18_56	WP_156087074.1 GTP cyclohydrolase I FolE [Alteromonas macleodii]
EZ55_18_57	WP_156087076.1 dihydromonapterin reductase [Alteromonas macleodii]
EZ55_18_58	WP_156087078.1 agmatine deiminase family protein [Alteromonas macleodii]
EZ55_18_59	WP_039229281.1 MULTISPECIES: carbon-nitrogen hydrolase [Alteromonas]
EZ55_18_60	WP_156078942.1 ligase-associated DNA damage response endonuclease PdeM [Alteromonas macleodii]
EZ55_18_61	WP_156078943.1 ligase-associated DNA damage response DEXH box helicase [Alteromonas macleodii]
EZ55_18_62	WP_156078944.1 DUF418 domain-containing protein [Alteromonas macleodii]
EZ55_18_63	VTO41295.1 extracellular solute-binding protein [Alteromonas macleodii]
EZ55_18_64	AFS39028.1 RNA procession exonuclease-like protein [Alteromonas macleodii ATCC 27126]
EZ55_18_65	WP_156078945.1 MULTISPECIES: cisplatin damage response ATP-dependent DNA ligase [Alteromonas]
EZ55_18_66	WP_014951071.1 MULTISPECIES: elongation factor P-like protein YeiP [Alteromonas]
EZ55_18_67	WP_014951072.1 MULTISPECIES: carbohydrate kinase [Alteromonas]
EZ55_18_68	WP_101566185.1 ROK family transcriptional regulator [Alteromonas macleodii]
EZ55_18_69	WP_101566187.1 homocysteine S-methyltransferase family protein [Alteromonas macleodii]
EZ55_18_70	WP_156078946.1 hypothetical protein [Alteromonas macleodii]
EZ55_18_71	WP_039229262.1 MULTISPECIES: LysR family transcriptional regulator [Alteromonas]
EZ55_18_72	WP_014951077.1 MULTISPECIES: glutathione S-transferase N-terminal domain-containing protein [Alteromonas]
EZ55_18_73	"OES26348.1 glutathione S-transferase, C-terminal domain protein [Alteromonas macleodii]"
EZ55_18_74	WP_101566191.1 lipase chaperone family protein [Alteromonas macleodii]
EZ55_18_75	WP_101566193.1 triacylglycerol lipase [Alteromonas macleodii]
EZ55_18_76	WP_101566195.1 bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG [Alteromonas macleodii]
EZ55_18_77	WP_014951082.1 MULTISPECIES: DUF2237 domain-containing protein [Alteromonas]
EZ55_18_78	WP_156078947.1 aldehyde dehydrogenase family protein [Alteromonas macleodii]
EZ55_18_79	WP_014951084.1 MULTISPECIES: acetolactate synthase large subunit [Alteromonas]
EZ55_18_80	WP_156078949.1 DUF4112 domain-containing protein [Alteromonas macleodii]
EZ55_18_81	WP_014951087.1 MULTISPECIES: ferrochelatase [Alteromonas]
EZ55_18_82	WP_207198752.1 MULTISPECIES: AbgT family transporter [Alteromonas]
EZ55_18_83	WP_014951089.1 MULTISPECIES: protease modulator HflC [Alteromonas]
EZ55_18_84	WP_014951090.1 MULTISPECIES: FtsH protease activity modulator HflK [Alteromonas]
EZ55_18_85	WP_014951091.1 MULTISPECIES: GTPase HflX [Alteromonas]
EZ55_18_86	WP_014951092.1 MULTISPECIES: RNA chaperone Hfq [Alteromonas]
EZ55_18_87	VTP57691.1 tRNA dimethylallyltransferase [Alteromonas macleodii]
EZ55_18_88	WP_156087082.1 DNA mismatch repair endonuclease MutL [Alteromonas macleodii]
EZ55_18_89	WP_014951095.1 MULTISPECIES: N-acetylmuramoyl-L-alanine amidase [Alteromonas]
EZ55_18_90	WP_014951096.1 MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE [Alteromonas]
EZ55_18_91	WP_156087083.1 NAD(P)H-hydrate dehydratase [Alteromonas macleodii]
EZ55_18_92	WP_014951098.1 tRNA epoxyqueuosine(34) reductase QueG [Alteromonas macleodii]
EZ55_18_93	WP_156087085.1 hypothetical protein [Alteromonas macleodii]
EZ55_18_94	WP_014951100.1 MULTISPECIES: uroporphyrinogen decarboxylase [Alteromonas]
EZ55_18_95	WP_156087087.1 NAD(+) diphosphatase [Alteromonas macleodii]
EZ55_18_96	WP_014951102.1 Rsd/AlgQ family anti-sigma factor [Alteromonas macleodii]
EZ55_18_97	WP_014951103.1 MULTISPECIES: transcriptional repressor [Alteromonas]
EZ55_18_98	WP_014951104.1 MULTISPECIES: chemotaxis protein CheX [Alteromonas]
EZ55_18_99	WP_014951105.1 MULTISPECIES: secondary thiamine-phosphate synthase enzyme YjbQ [Alteromonas]
EZ55_18_100	WP_014951106.1 MULTISPECIES: OmpA family protein [Alteromonas]
EZ55_18_101	WP_014951107.1 MULTISPECIES: replicative DNA helicase [Alteromonas]
EZ55_18_102	WP_014951108.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_18_103	WP_069945118.1 DUF4097 family beta strand repeat-containing protein [Alteromonas macleodii]
EZ55_18_104	WP_069945119.1 hypothetical protein [Alteromonas macleodii]
EZ55_18_105	WP_039233618.1 RNA polymerase sigma factor [Alteromonas macleodii]
EZ55_18_106	WP_156087089.1 MOSC domain-containing protein [Alteromonas macleodii]
EZ55_18_107	WP_156087091.1 MBL fold metallo-hydrolase [Alteromonas macleodii]
EZ55_18_108	WP_014977663.1 MULTISPECIES: response regulator transcription factor [Alteromonas]
EZ55_18_109	WP_156087093.1 sensor histidine kinase [Alteromonas macleodii]
EZ55_18_110	WP_156087095.1 PepSY domain-containing protein [Alteromonas macleodii]
EZ55_18_111	WP_156087097.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_18_112	WP_156087100.1 efflux RND transporter periplasmic adaptor subunit [Alteromonas macleodii]
EZ55_18_113	WP_156087101.1 efflux RND transporter permease subunit [Alteromonas macleodii]
EZ55_18_114	WP_012519953.1 MULTISPECIES: 50S ribosomal protein L9 [Alteromonas]
EZ55_18_115	WP_012519954.1 MULTISPECIES: 30S ribosomal protein S18 [Alteromonadaceae]
EZ55_18_116	WP_014951120.1 MULTISPECIES: 30S ribosomal protein S6 [Alteromonas]
EZ55_18_117	WP_014951121.1 MULTISPECIES: YebG family protein [Alteromonas]
EZ55_18_118	WP_156087103.1 ABC transporter ATP-binding protein [Alteromonas macleodii]
EZ55_18_119	WP_156087105.1 ABC transporter permease [Alteromonas macleodii]
EZ55_18_120	WP_156087107.1 methyl-accepting chemotaxis protein [Alteromonas macleodii]
EZ55_18_121	HAO18110.1 ATP-binding protein [Alteromonas macleodii]
EZ55_18_122	WP_156087108.1 methyl-accepting chemotaxis protein [Alteromonas macleodii]
EZ55_18_123	WP_069945128.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_18_124	WP_069945129.1 sulfite oxidase [Alteromonas macleodii]
EZ55_18_125	WP_014951129.1 MULTISPECIES: putative sulfate exporter family transporter [Alteromonas]
EZ55_18_126	WP_197044429.1 TauD/TfdA family dioxygenase [Alteromonas macleodii]
EZ55_18_127	WP_156087110.1 aldo/keto reductase [Alteromonas macleodii]
EZ55_18_128	WP_014951132.1 MULTISPECIES: GntR family transcriptional regulator [Alteromonas]
EZ55_18_129	WP_156087379.1 TSUP family transporter [Alteromonas macleodii]
EZ55_18_130	KHT48745.1 xylosidase [Alteromonas macleodii]
EZ55_18_131	WP_156087114.1 solute:sodium symporter family transporter [Alteromonas macleodii]
EZ55_18_132	WP_156087115.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_18_133	WP_156087117.1 cation diffusion facilitator family transporter [Alteromonas macleodii]
EZ55_18_134	WP_156087119.1 glycoside hydrolase family 16 protein [Alteromonas macleodii]
EZ55_18_135	WP_014951139.1 MULTISPECIES: TonB-dependent receptor [Alteromonas]
EZ55_18_136	WP_156087121.1 GGDEF domain-containing protein [Alteromonas macleodii]
EZ55_18_137	WP_156087123.1 Na+/H+ antiporter NhaC [Alteromonas macleodii]
EZ55_18_138	"WP_156087125.1 exo 1,3/1,4-beta-D-glucan glucohydrolase [Alteromonas macleodii]"
EZ55_18_139	WP_156087127.1 sugar MFS transporter [Alteromonas macleodii]
EZ55_18_140	WP_156087129.1 beta-glucosidase [Alteromonas macleodii]
EZ55_18_141	WP_156087131.1 LacI family transcriptional regulator [Alteromonas macleodii]
EZ55_18_142	WP_156087133.1 sugar porter family MFS transporter [Alteromonas macleodii]
EZ55_18_143	WP_156087135.1 ATP-binding cassette domain-containing protein [Alteromonas macleodii]
EZ55_18_144	WP_156087137.1 ATP-binding cassette domain-containing protein [Alteromonas macleodii]
EZ55_18_145	WP_061096111.1 MULTISPECIES: cytochrome bd-I oxidase subunit CydX [Alteromonas]
EZ55_18_146	WP_156087138.1 cytochrome d ubiquinol oxidase subunit II [Alteromonas macleodii]
EZ55_18_147	WP_156087141.1 cytochrome ubiquinol oxidase subunit I [Alteromonas macleodii]
EZ55_18_148	WP_101566263.1 DUF3365 domain-containing protein [Alteromonas macleodii]
EZ55_18_149	VTP57753.1 Fis family sigma54 specific transcriptional regulator [Alteromonas macleodii]
EZ55_18_150	WP_014951154.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_18_151	WP_156087143.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_18_152	WP_049585629.1 MULTISPECIES: sulfite exporter TauE/SafE family protein [Alteromonas]
EZ55_18_153	VTP57757.1 hypothetical protein EZ55_03848 [Alteromonas macleodii]
EZ55_18_154	WP_156087145.1 DUF4440 domain-containing protein [Alteromonas macleodii]
EZ55_18_155	WP_156087147.1 5-methyltetrahydrofolate--homocysteine methyltransferase [Alteromonas macleodii]
EZ55_18_156	VTP57760.1 iron complex outermembrane receptor protein [Alteromonas macleodii]
EZ55_18_157	HAA97925.1 DUF2796 domain-containing protein [Alteromonas macleodii]
EZ55_18_158	WP_156087381.1 MULTISPECIES: MerC domain-containing protein [Alteromonas]
EZ55_18_159	WP_156087151.1 MULTISPECIES: GTP cyclohydrolase FolE2 [Alteromonas]
EZ55_18_160	WP_014977704.1 MULTISPECIES: acid phosphatase [Alteromonas]
