GID	P1_vs_P2	P1_vs_P3	P1_vs_P4	P1_vs_P5	P1_vs_P6	P2_vs_P3	P2_vs_P4	P2_vs_P5	P2_vs_P6	P2_vs_P7	P3_vs_P4	P3_vs_P5	P3_vs_P6	P3_vs_P7	P4_vs_P5	P4_vs_P6	P5_vs_P6	Gene_Symbol	gene_name
EZ55_70_82	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	"ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner"	lon
EZ55_4_132	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	oxidase assembly	ctaG
EZ55_41_20	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Tryptophanyl-tRNA synthetase	trpS
EZ55_39_52	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	up	NA	NA
EZ55_3_22	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	NA	NA
EZ55_40_9	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	Histidine kinase	-
EZ55_39_151	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	haloacid dehalogenase-like hydrolase	yidA
EZ55_70_53	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	protein conserved in bacteria	rodZ
EZ55_60_106	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	up	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway	tal
EZ55_41_7	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-
EZ55_41_12	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Haem-NO-binding	-
EZ55_39_13	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	up	Protein of unknown function (DUF3718)	-
EZ55_23_17	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Uracil-DNA glycosylase	-
EZ55_21_70	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	DNA-binding protein VF530	-
EZ55_58_62	NA	down	NA	down	down	down	NA	down	down	NA	up	up	NA	up	down	down	NA	Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP)	aroF
EZ55_21_62	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	NA	"ParE toxin of type II toxin-antitoxin system, parDE"	-
EZ55_52_2	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily	pheS
EZ55_28_10	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Catalyzes the NADPH-dependent reduction of glutamyl- tRNA(Glu) to glutamate 1-semialdehyde (GSA)	hemA
EZ55_31_132	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM invasin domains)	mltD
NATL1A_1321	up	NA	up	up	NA	down	NA	down	down	NA	up	down	down	up	NA	NA	down	Alternative locus ID	-
EZ55_4_193	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG1218 3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase	cysQ
EZ55_18_59	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	amidohydrolase	aguB
EZ55_43_208	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	eno
EZ55_38_6	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	up	"Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection"	ybaB
EZ55_13_20	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	"Catalyzes the conversion of pppGpp to ppGpp. Guanosine pentaphosphate (pppGpp) is a cytoplasmic signaling molecule which together with ppGpp controls the stringent response , an adaptive process that allows bacteria to respond to amino acid starvation, resulting in the coordinated regulation of numerous cellular activities"	ppx
EZ55_39_38	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	up	up	NA	down	up	response regulator receiver	-
EZ55_70_66	NA	down	NA	down	down	down	NA	down	down	NA	up	up	NA	up	down	down	NA	Beta-lactamase superfamily domain	-
EZ55_31_19	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	ATP phosphoribosyltransferase	hisG
NATL1A_1043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
EZ55_70_29	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)	queA
EZ55_34_15	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	up	Belongs to the SfsA family	sfsA
EZ55_30_80	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	RNA methyltransferase	-
EZ55_58_18	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate	asd
EZ55_43_68	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG0835 Chemotaxis signal transduction protein	cheW
EZ55_38_7	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	up	"DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity"	dnaX
EZ55_2_151	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG0457 FOG TPR repeat	mshN
EZ55_65_20	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	COG0458 Carbamoylphosphate synthase large subunit (split gene in MJ)	carB
EZ55_70_134	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"Catalyzes the N-acylation of UDP-3-O-acylglucosamine using 3-hydroxyacyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell"	lpxD
EZ55_42_93	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Uncharacterized conserved protein (DUF2164)	-
EZ55_21_110	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	competence protein	-
EZ55_2_94	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	"protein, possibly involved in aromatic compounds catabolism"	yigI
EZ55_39_81	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG2867 Oligoketide cyclase lipid transport protein	ratA
EZ55_75_10	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	up	NA	NA
EZ55_65_2	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	Transcriptional regulator	-
NATL1A_338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Covalently attaches a chromophore to Cys residue(s) of phycobiliproteins	cpeT
EZ55_12_33	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Histidine Phosphotransfer domain	-
EZ55_4_220	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Phosphoribulokinase	prkB
EZ55_20_46	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	protein related to plant photosystem II stability assembly factor	-
EZ55_30_42	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	May be involved in cell division	nlpI
EZ55_58_20	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Histidine kinase	-
EZ55_42_8	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Electron transfer flavoprotein	etfB
EZ55_30_72	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl-CoA and CO(2)	sucB
EZ55_49_56	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"Protein of unknown function, DUF"	-
EZ55_15_68	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	COG0845 Membrane-fusion protein	czcB
EZ55_75_1	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Transposase	-
EZ55_11_1	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	PFAM Integrase catalytic region	-
EZ55_18_162	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Protein of unknown function (DUF3299)	-
EZ55_29_15	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs	rplP
EZ55_20_20	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Transcriptional regulator	cysB
EZ55_12_12	up	down	NA	down	down	down	NA	down	down	NA	up	NA	down	up	down	down	NA	PQQ-like domain	pedE
EZ55_41_14	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	DUF1338	-
EZ55_40_10	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG3437 Response regulator containing a CheY-like receiver domain and an HD-GYP domain	-
EZ55_14_56	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Specifically methylates the ribose of guanosine 2251 in 23S rRNA	rlmB
EZ55_60_161	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Catalyzes the isomerization of citrate to isocitrate via cis-aconitate	acnD
EZ55_43_145	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Outer membrane protein (OmpH-like)	skp
EZ55_4_80	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	COG2206 HD-GYP domain	-
EZ55_21_12	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	down	NA	up	NA	NA	NA	COG0666 FOG Ankyrin repeat	ankB
EZ55_43_72	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG0643 Chemotaxis protein histidine kinase and related kinases	cheA
EZ55_70_61	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	"Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth"	guaB
EZ55_20_24	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Catalyzes the reversible hydration of fumarate to (S)- malate	fumA
EZ55_18_67	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	down	up	down	down	NA	"COG0524 Sugar kinases, ribokinase family"	scrK
EZ55_39_100	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily	purB
EZ55_39_115	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	up	DoxX	-
EZ55_60_185	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)	tyrS
EZ55_32_47	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the MsrB Met sulfoxide reductase family	msrB
EZ55_19_111	NA	down	NA	down	down	down	NA	down	down	NA	up	up	up	up	down	down	up	chemotaxis	bdlA
EZ55_32_17	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Protein of unknown function (DUF2750)	VV1382
EZ55_9_4	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	NA	NA
EZ55_21_23	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	oxidoreductases (related to aryl-alcohol dehydrogenases)	tas
EZ55_60_130	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Chalcone isomerase-like	-
EZ55_41_81	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	NA	up	down	NA	NA	NA	NA
EZ55_49_26	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	belongs to the aldehyde dehydrogenase family	ywdH
NATL1A_1100	up	NA	up	up	up	down	NA	NA	NA	NA	up	down	down	up	NA	NA	NA	NA	NA
EZ55_9_3	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	NA	NA
EZ55_10_14	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Haloacid dehalogenase-like hydrolase	pgp
EZ55_60_77	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"COG2805 Tfp pilus assembly protein, pilus retraction ATPase PilT"	pilT
EZ55_18_105	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Belongs to the sigma-70 factor family. ECF subfamily	-
NATL1A_678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the four-electron reduction of biliverdin IX- alpha (2-electron reduction at both the A and D rings)	pcyA
EZ55_41_5	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the ATCase OTCase family	pyrB
EZ55_4_194	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	COG0494 NTP pyrophosphohydrolases including oxidative damage repair enzymes	nudE
EZ55_14_89	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	NA	NA
EZ55_60_370	NA	down	NA	down	down	down	NA	down	down	NA	up	up	NA	up	down	down	down	NA	NA
EZ55_19_13	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Splits dipeptides with a prolyl residue in the C- terminal position	pepQ
EZ55_15_17	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Zn-dependent proteases and their inactivated homologs	pmbA
EZ55_60_247	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	NA	NA
EZ55_70_122	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	"Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner"	lepA
EZ55_21_58	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	up	"NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol"	nqrE
EZ55_2_149	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	pilus (MSHA type) biogenesis protein MshL	mshL
EZ55_60_353	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	NA	DEAD-box RNA helicase involved in ribosome assembly. Has RNA-dependent ATPase activity and unwinds double-stranded RNA	rhlE
EZ55_39_150	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Belongs to the short-chain dehydrogenases reductases (SDR) family	-
EZ55_31_6	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Outer membrane receptor proteins mostly Fe transport	-
EZ55_70_141	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons	nusB
EZ55_70_57	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane"	bamB
EZ55_43_6	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	up	NA	NA
EZ55_20_12	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	tRNA synthetases class I (W and Y)	trpS
NATL1A_1067	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	down	down	NA	NA	NA	down	Alternative locus ID	-
EZ55_60_216	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	NA	NA
EZ55_30_58	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	NA	NA
EZ55_65_7	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	up	COG1702 Phosphate starvation-inducible protein PhoH	ybeZ
EZ55_5_4	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Chromate	-
EZ55_15_14	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	Zn-dependent proteases and their inactivated homologs	tldD
EZ55_49_16	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	"Uncharacterised 5xTM membrane BCR, YitT family COG1284"	VM57_04575
EZ55_30_68	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Membrane-anchoring subunit of succinate dehydrogenase (SDH)	sdhD
EZ55_42_107	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	involved in the assembly of lipopolysaccharide (LPS)	lapA
EZ55_39_80	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	"the 2 termini fold to resemble tRNA(Ala) and it encodes a tag peptide , a short internal open reading frame. During trans-translation Ala- aminoacylated tmRNA acts like a tRNA, entering the A-site of stalled ribosomes, displacing the stalled mRNA. The ribosome then switches to translate the ORF on the tmRNA"	smpB
EZ55_43_8	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	NA	NA
EZ55_4_234	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Cysteine-rich CPXCG	-
EZ55_4_181	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Belongs to the SlyX family	slyX
EZ55_30_99	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	COG1960 Acyl-CoA dehydrogenases	acdA
EZ55_43_39	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	COG1221 Transcriptional regulators containing an AAA-type ATPase domain and a DNA-binding domain	pspF
NATL1A_758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	NA	cytidylyl-transferase	neuA
NATL1A_877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	NA	Alternative locus ID	-
EZ55_49_27	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP	purA
NATL1A_1304	NA	down	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Multidrug efflux transporter	-
EZ55_2_17	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	Catalyzes the cleavage of 2-amino-3-ketobutyrate to glycine and acetyl-CoA	kbl
EZ55_12_38	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	NA	NA
EZ55_31_95	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	"addiction module antidote protein, CC2985 family"	-
EZ55_17_10	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Heat shock protein	hslJ
EZ55_19_109	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	"5'-nucleotidase, C-terminal domain"	-
EZ55_4_92	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	up	stress-induced protein	yicC
EZ55_65_57	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	metal-dependent phosphoesterases (PHP family)	trpH
EZ55_65_84	NA	down	NA	down	down	down	NA	down	down	NA	up	up	up	up	down	down	up	"COG1670 Acetyltransferases, including N-acetylases of ribosomal proteins"	-
EZ55_21_116	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	csgA
EZ55_13_10	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Transcriptional regulator	oxyR
EZ55_4_75	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Produces ATP from ADP in the presence of a proton gradient across the membrane	atpC
EZ55_58_17	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	Prokaryotic cytochrome b561	-
EZ55_13_81	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis"	petB
EZ55_42_3	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	Low-potential electron donor to a number of redox enzymes	fldA
EZ55_30_39	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Belongs to the sigma-70 factor family. ECF subfamily	-
EZ55_18_170	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	NA	NA
EZ55_37_3	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	GGDEF domain	-
NATL1A_1207	NA	down	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	NA	NA	NA
EZ55_6_39	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	"Part of the MsrPQ system that repairs oxidized periplasmic proteins containing methionine sulfoxide residues (Met-O), using respiratory chain electrons. Thus protects these proteins from oxidative-stress damage caused by reactive species of oxygen and chlorine generated by the host defense mechanisms. MsrPQ is essential for the maintenance of envelope integrity under bleach stress, rescuing a wide series of structurally unrelated periplasmic proteins from methionine oxidation. MsrQ provides electrons for reduction to the reductase catalytic subunit MsrP, using the quinone pool of the respiratory chain"	msrQ
